0.655041 1.73023 0.000623021
0.294421 1.28944 0.000297292
0.449527 1.51246 3.99423e-05
0.816564 1.86334 1.84521e-05
0.838563 1.87952 2.30179e-05
0.123831 0.911569 8.1135e-05
0.78602 1.84016 1.33975e-05
0.171287 1.04119 0.000814484
0.195566 1.09815 1.24177e-05
0.432873 1.49156 2.95423e-05
0.00707391 0.210544 1.27485e-08
0.736418 1.80064 0.00133171
0.404152 1.45403 1.67583e-05
0.697447 1.76784 0.000941131
0.338856 1.36071 0.000773013
0.836005 1.87766 2.23734e-05
0.443361 1.50479 3.58341e-05
0.71941 1.78653 0.00114799
0.685039 1.75705 0.000837355
0.561774 1.63953 0.000215505
0.204231 1.1173 1.79474e-05
0.478558 1.54753 6.51399e-05
0.455043 1.51926 4.39134e-05
0.711566 1.77991 0.00107049
0.345361 1.37057 0.000874936
0.399895 1.4483 1.52721e-05
0.0304146 0.485674 5.82362e-05
0.384884 1.42773 1.10642e-05
0.430364 1.48836 2.81152e-05
0.441678 1.50269 3.48071e-05
0.830233 1.87344 2.11492e-05
0.719458 1.78657 0.00114903
0.324433 1.33835 0.000579192
0.182521 1.06818 6.86725e-06
0.56134 1.63908 0.000214533
0.488113 1.5587 7.60745e-05
0.734517 1.79908 0.0013101
0.301219 1.30082 0.000348804
0.0377929 0.539317 0.000303803
0.79719 1.84874 1.51653e-05
0.710365 1.77889 0.00105929
0.273493 1.2532 0.000175378
0.689701 1.76112 0.000875375
0.501397 1.57397 9.34728e-05
0.592945 1.67116 0.000315897
0.380245 1.42125 1.00187e-05
0.413028 1.46584 2.0073e-05
0.640902 1.71721 0.000538384
0.771272 1.82866 0.00177698
0.748739 1.81069 0.00147735
0.175366 1.05113 0.000950269
0.0510289 0.620157 1.5762e-05
0.481158 1.55058 6.80272e-05
0.565759 1.64365 0.00022644
0.18403 1.07172 7.42772e-06
0.314324 1.32226 0.000467675
0.162686 1.01969 0.000577934
0.423864 1.48 2.47806e-05
0.126052 0.918323 9.30376e-05
0.0752347 0.737357 0.000323095
0.295531 1.29132 0.000305218
0.125265 0.915939 8.87611e-05
0.362657 1.39614 0.00119872
0.44341 1.50486 3.5805e-05
0.70499 1.77431 0.00100877
0.844995 1.88417 2.44842e-05
0.377484 1.41736 9.38274e-06
0.297685 1.29493 0.000321004
0.468734 1.53585 5.53342e-05
0.0835657 0.771736 0.000665198
0.355418 1.38555 0.00105439
0.663414 1.73782 0.000678145
0.787596 1.84138 1.36057e-05
0.344436 1.36918 0.000859795
0.368131 1.40405 0.00131816
0.627985 1.7051 0.000468952
0.346928 1.37292 0.000901273
0.497405 1.56941 8.76803e-05
0.271373 1.24942 0.000165774
0.265257 1.2384 0.000140043
0.0939617 0.811553 8.44968e-06
0.313567 1.32103 0.000459936
0.681003 1.7535 0.000805726
0.336093 1.35648 0.000732393
0.796862 1.84849 1.49975e-05
0.687752 1.75942 0.000859098
0.334697 1.35434 0.000712268
0.0609479 0.671914 6.7467e-05
0.733376 1.79814 0.00129702
0.0946413 0.814051 8.93194e-06
0.016452 0.353333 8.5133e-05
0.0397547 0.552383 0.000435265
0.26711 1.24176 0.00014757
0.0541013 0.636857 2.58515e-05
0.553646 1.63104 0.000193903
0.384844 1.42767 1.10584e-05
0.401674 1.4507 1.59189e-05
0.278579 1.26218 0.000200521
0.590477 1.66871 0.00030649
0.497077 1.56904 8.7492e-05
0.292081 1.28548 0.000280809
0.337177 1.35814 0.000748339
0.18744 1.07965 8.6018e-06
0.532643 1.60864 0.000146423
0.397457 1.445 1.45795e-05
0.0638846 0.686144 9.73446e-05
0.525579 1.60095 0.000132556
0.303535 1.30466 0.000367514
0.815585 1.86261 1.82429e-05
0.193673 1.09389 1.13669e-05
0.448068 1.51066 3.90204e-05
0.196593 1.10045 1.30759e-05
0.612237 1.69005 0.000394117
0.343979 1.36849 0.000852658
0.381328 1.42277 1.0269e-05
0.388863 1.43324 1.21006e-05
0.160817 1.01491 0.000534897
0.473868 1.54197 6.06355e-05
0.753088 1.8142 0.00153215
0.370038 1.40679 0.00136186
0.562756 1.64055 0.000218026
0.302495 1.30294 0.000359136
0.655802 1.73092 0.000627856
0.83033 1.87352 2.11734e-05
0.522737 1.59783 0.000127544
0.227795 1.1667 4.37068e-05
0.264118 1.23633 0.000135679
0.33437 1.35383 0.000707826
0.338239 1.35977 0.000763587
0.608043 1.68599 0.000376084
0.542314 1.61904 0.000166788
0.234414 1.17994 5.47115e-05
0.138447 0.95462 0.000187224
0.0871625 0.78587 4.292e-06
0.637578 1.71411 0.000520111
0.168451 1.03418 0.000729591
0.580257 1.65845 0.00027133
0.810105 1.85851 1.73582e-05
0.467035 1.53381 5.41092e-05
0.131442 0.934391 0.000127389
0.505822 1.57898 9.97788e-05
0.766336 1.82477 0.00170744
0.691186 1.76241 0.000887144
0.401426 1.45037 1.58618e-05
0.660927 1.73557 0.000661422
0.44921 1.51207 3.98215e-05
0.305431 1.30778 0.000383798
0.311703 1.31802 0.000441712
0.843873 1.88336 2.42441e-05
0.321222 1.33328 0.000541697
0.468472 1.53553 5.54154e-05
0.643022 1.71918 0.00055094
0.611067 1.68892 0.000389146
0.546018 1.62299 0.00017555
0.0621973 0.678023 7.90236e-05
0.842184 1.88214 2.37108e-05
0.690631 1.76193 0.000882964
0.45769 1.52249 4.60064e-05
0.645282 1.72127 0.00056359
0.389293 1.43383 1.224e-05
0.514773 1.58901 0.000113707
0.441055 1.5019 3.43161e-05
0.827015 1.87108 2.05395e-05
0.753494 1.81452 0.00153739
0.140954 0.961693 0.000212851
0.810126 1.85853 1.73389e-05
0.163919 1.02282 0.000608272
0.36973 1.40634 0.0013548
0.55224 1.62957 0.000190391
0.253979 1.2176 0.00010135
0.78057 1.83594 1.26894e-05
0.474398 1.5426 6.10717e-05
0.602493 1.68057 0.000352935
0.0791297 0.753732 0.000459544
0.534277 1.61041 0.000149756
