QNG		8.106e-06
QAG	15	1.96162e-05
QAG	21	2.22859e-05
QAG	31	2.41059e-05
QAG	41	2.45697e-05
QAG	51	2.45454e-05
QAG	61	2.25951e-05
QAGS		2.19166e-05
